Label,Text
1,No not to lose it all as thou hast done
1,Was for thatyoung King Richard thus removed
1,children rawly left  am afeard there are few die
1,Exeunt  and 
1, am the turned forth be it known to you
1,This shipboys semblance hath disguised me quite
1,When  should mount with wings of victory
0,Exempt from death to show thee what reward
1,For our proud empress mighty Tamora
0,And knew not eating death Satiate at length
1,This noble isle doth want her proper limbs
1,Yes  agree and thank you for your motion
1,But in this troublous time whats to be done
1,Sweet father cease your tears for at your grief
1,Save to the God of heaven and to my king
1,Come come you paraquito answer me
1,The trumpet sounds retreat the day is ours
1,His trespass yet lives guilty in thy blood
1,Cannot my body nor bloodsacrifice
1,Hath pawnd the Sicils and Jerusalem
0,Created but henceforth my early care
1,As they are sharing the Prince and Poins set upon them they all run away and Falstaff after a blow or two runs away too leaving the booty behind them
1,Killd by the hand of Douglas young Prince John
1,No Bolingbroke if ever  were traitor
1,Publius come hither Caius and Valentine
0,But Pedringano to preuent the worst
0,Thus foiled their mightiest ours joy filled and shout
0,And learne my father and my countries health
0,Bid Economy farewell and Galen come
1,And like me to the peasant boys of France
1,Thine intellect hath he been in thy heart
1,Now God in heaven forbid
1,Let me not hear you speak of Mortimer
1,Dive thoughts down to my soul here
1,And for my wife  know not how it stands
1,Of a cut loaf to steal a shive we know
1,To have thee with thy lips to stop my mouth
1,Under this thickgrown brake well shroud ourselves
0,Holds on the same from Woman to begin
1,But where tomorrow Well alls one for that
1,Long after this when Henry the Fifth
1,The king by me requests your presence straight
1,not to kill the duke
1,Your majestys good thoughts away from me
1,Drown desperate sorrow in dead Edwards grave
0,Endowed with all their gifts and O too like
0,All autumn piled though spring and autumn here
0,Thou Sun of this great world both eye and soul
0,His adamantine coat gird well and each
1,Hark countrymen either renew the fight
1, fear the power of Percy is too weak
1,Consent upon a sure foundation
0,The reward of sin is death  thats hard
0,While thus he spake the angelic squadron bright
1,Whither dost thou go
1,By God thou hast deceived me Lancaster
0,Some days how long and what till then our life
1, saw him fumble with the sheets and play with
1,In honour of a true Plantagenet
1,Who m eets us here my niece Plantagenet
0,This garden and no corner leave unspied
0,  Let this be all that thou shall doe for me
1,Bade me rely on him as on my father
1,Enter   and  
1,First mighty sovereign let me know your mind
1,Why so didst thou or are they spare in diet
0,Forced hallelujahs while he lordly sits
1,No humble suitors press to speak for right
1,Like limetwigs set to catch my winged soul
0,Then staid the fervid wheels and in his hand
1,That  forsooth am stern and love them not
1, do confess my fault
1,Unless the nightly owl or fatal raven
1,That blood already like the pelican
1,Suffer thy brother Marcus to inter
1,Which to reduce into our former favour
0,Than WoodNymph or the fairest Goddess feigned
1,Look you if you take the matter otherwise than is
0,Briareos or Typhon whom the Den
0,Bursting with kindly rupture forth disclosed
1,And not less happy having such a son
1,Reading out of a paper
1,And when the rage allays the rain begins
1,Mine eye hath well examined his parts
0,  The next way from me
0,Or proud return though to his heavier doom
1,Is crackd and all the precious liquor spilt
1, thank your majesty and her my lord
1,Humphrey of Buckingham  accept thy greeting
1,For Gloucesters dukedom is too ominous
1,and in him that escapes it were not sin to think
1,And his illboding tongue no more shall speak
1,Thus after greeting speaks the King of France
1,And look upon as if the tragedy
0,Enter  with 
0,And princes now beholde Hieronimo
0,By fowl fish beast was flown was swum was walked
0,About him But to Adam in what sort
1,Now fetch me a stool hither by and by Now sirrah
1,By circumstance but to acquit myself
1,Why then it is like if there come a hot June and
0,That we may haue thy lord the viceroy heere
1,Presenteth them unto the gazing moon
1,We do no otherwise than we are willd
1,For they are thrifty honest men and such
1,Were never orphans had so dear a loss
1,  Another part of the field
0,  Nay stay Hieronimo goe call him sonne
0,Gorgons and Hydras and Chimeras dire
0,Still hanging incorruptible till men
1,Treasons true bed and yielder up of breath
1,To enforce these rights so forcibly withheld
0,And thousand desperate maladies been easd
1,Which in his greatest need will shrink from him
0,Of ghastly spasm or racking torture qualms
1,My courage try by combat if thou darest
1,Patricians draw your swords and sheathe them not
1,My breast Ill burst with straining of my courage
1,given to virtue  would swear by thy face my oath
1,You have good leave to leave us when we need
0,Fell not from Heaven or more gross to love
1,Like a false traitor and injurious villain
0,Fermented the great mother to conceive
1,And not be Richard that hath done all this
1,it should dishearten his army
1,look you of my mind as touching the direction of
1,Let us sit down and mark their yelping noise
1,His soul and body to their lasting rest
1,And God forbid a shallow scratch should drive
0,Whom both my letters and thine owne beliefe
1,If  mistake not thou art Harry Monmouth
1,Let not this wasp outlive us both to sting
0,Ile not refuse this heauy dolefull charge
1,As in reproof of many tales devised
1,Come your reason Jack your reason
0,And be so minded still I ere thou spakest
1,And to that end  shortly mind to leave you
1,Women are soft mild pitiful and flexible
0,For that fair female troop thou sawest that seemed
0,That all his senses bound Eve who unseen
1,And most assured that he is a friend
0,Selflost and in a moment will create
1,As doth a ruler with unlawful oaths
1,So stood the state when Henry the Sixth
1,Smile in mens faces smooth deceive and cog
1,This get  by his death ay me unhappy
1,And dallies with the wind and scorns the sun
1,And mark how well the sequel hangs together
1,Then get your husbands lands to do them good
0, acting  Erasto is my friend and while he liues
0,Measured this transient world the race of time
0,Though like a covered field where champions bold
1,This devil here shall be my substitute
1,What will your grace have done with Margaret
0,Elaborate of inward less exact
0,Eyed them askance and to himself thus â€˜plained
1,To consummate this business happily
1,What means this noise
1, groans and dies
1,But yet you see how soon the day oercast
1,And now  cloy me with beholding it
1,So do the kings of France unto this day
1,Where is it Jack where is it
1,Which now two tender playfellows to dust
0,Hell hath no limits nor is circumscribd
1,Can  make men live whether they will or no
1,Teach thou this sorrow how to make me die
0,Faustus begin thine incantations
1, Clifford how thy words revive my heart
0,Great things by small if natures concord broke
1,Send fairplay orders and make compromise
0,Upbraided none nor was his service hard
1,Here they rob them and bind them Exeunt
1,By thrusting out a torch from yonder tower
1, now let Richmond and Elizabeth
1,You have defended me from imminent death
1,This battle fares like to the mornings war
